1,1,2,1,0,1,2,3,4,5,6,-1,-0.025,-6.9336e+06,-1,0.025,3.8938e+07,3.2005e+07,47082
2,2,3,1,0,4,5,6,7,8,9,-1,-0.025,6.798e+06,-1,-0.025,2.9318e+07,2.252e+07,-80587
3,1,4,0.70711,-0.70711,1,2,3,10,11,12,-1,-0.025,-4.8583e+06,-1,0.025,4.8889e+07,4.4031e+07,35328
4,2,4,0,-1,4,5,6,10,11,12,-1,-0.025,3.1338e+06,-1,0.025,-2.6387e+07,-2.3253e+07,-29339
5,3,4,-0.70711,-0.70711,7,8,9,10,11,12,-1,-0.025,5.9001e+05,-1,-0.025,4.1048e+06,3.5148e+06,-5668.6
6,3,5,0,-1,7,8,9,13,14,15,-1,-0.025,0,-1,-0.025,0,0,0
7,4,5,1,0,10,11,12,13,14,15,1,-0.025,-2.5688e+06,1,0.025,2.3529e+07,2.096e+07,-35321
